visitor_id,session_id,page_title,event_timestamp,is_converted,time_on_page
1058870549.1609211558,1609500629,sale | google merchandise store,1609500685802894,true,33.84095
1015753189.1607206401,1609553935,sale | google merchandise store,1609553950282180,false,99.509979
1015753189.1607206401,1609553935,sale | google merchandise store,1609554107939561,false,8.770625
1015753189.1607206401,1609553935,sale | google merchandise store,1609554133258659,false,8.456407
1015753189.1607206401,1609553935,sale | google merchandise store,1609554148783865,false,24.513603
1015753189.1607206401,1609553935,sale | google merchandise store,1609554180632698,false,18.37857
1015753189.1607206401,1609553935,sale | google merchandise store,1609554204869371,false,10.479399
1015753189.1607206401,1609663855,sale | google merchandise store,1609663933781530,true,13.176082
1015753189.1607206401,1609663855,sale | google merchandise store,1609663952956006,true,14.320855
1000244300.1609516493,1609516485,sale | google merchandise store,1609516620986191,false,141.10745
